Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2018.2 (win64) Build 2258646 Thu Jun 14 20:03:12 MDT 2018
| Date         : Thu Mar 28 13:54:46 2024
| Host         : DESKTOP-9JQALQI running 64-bit major release  (build 9200)
| Command      : report_utilization -hierarchical
| Design       : design_1_wrapper
| Device       : 7z020clg484-1
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------+------------------------------------------------------------------------------------+----------------+--------------+------------+------------+---------+------+------+--------+--------+--------------+
|                                   Instance                                  |                                       Module                                       |  PR Attribute  | Total PPLOCs | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs | RAMB36 | RAMB18 | DSP48 Blocks |
|                     inst_blk_mem_gen                                        |                                     blk_mem_gen_0__blk_mem_gen_v8_4_1_synth_HD1299 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                       gnbram.gnativebmg.native_blk_mem_gen                  |                                              blk_mem_gen_0__blk_mem_gen_top_HD1300 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                         valid.cstr                                          |                                     blk_mem_gen_0__blk_mem_gen_generic_cstr_HD1301 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                           ramloop[0].ram.r                                  |                                       blk_mem_gen_0__blk_mem_gen_prim_width_HD1302 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                             prim_noinit.ram                                 |                                     blk_mem_gen_0__blk_mem_gen_prim_wrapper_HD1303 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                 MAC                                                         |                                                                      mac_generic_6 | Reconfigurable |            - |         96 |         96 |       0 |    0 |   52 |      0 |      0 |            0 |
|                 ROW                                                         |                                                               blk_mem_gen_0_HD1304 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                   U0                                                        |                                           blk_mem_gen_0__blk_mem_gen_v8_4_1_HD1305 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                     inst_blk_mem_gen                                        |                                     blk_mem_gen_0__blk_mem_gen_v8_4_1_synth_HD1306 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                       gnbram.gnativebmg.native_blk_mem_gen                  |                                              blk_mem_gen_0__blk_mem_gen_top_HD1307 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                         valid.cstr                                          |                                     blk_mem_gen_0__blk_mem_gen_generic_cstr_HD1308 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                           ramloop[0].ram.r                                  |                                       blk_mem_gen_0__blk_mem_gen_prim_width_HD1309 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                             prim_noinit.ram                                 |                                     blk_mem_gen_0__blk_mem_gen_prim_wrapper_HD1310 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|               common                                                        |                                                          c_counter_binary_0_HD1311 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                 U0                                                          |                               c_counter_binary_0__c_counter_binary_v12_0_12_HD1312 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                   i_synth                                                   |                           c_counter_binary_0__c_counter_binary_v12_0_12_viv_HD1313 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                     i_baseblox.i_baseblox_counter                           |                        c_counter_binary_0__c_counter_binary_v12_0_12_legacy_HD1314 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                       the_addsub                                            |                                c_counter_binary_0__c_addsub_v12_0_12_legacy_HD1315 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                         no_pipelining.the_addsub                            |                         c_counter_binary_0__c_addsub_v12_0_12_fabric_legacy_HD1316 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                           i_lut6.i_lut6_addsub                              |                           c_counter_binary_0__c_addsub_v12_0_12_lut6_legacy_HD1317 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                             (i_lut6.i_lut6_addsub)                          |                           c_counter_binary_0__c_addsub_v12_0_12_lut6_legacy_HD1317 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      0 |            0 |
|                             i_q.i_simple.qreg                               |                                    c_counter_binary_0__c_reg_fd_v12_0_5_viv_HD1318 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|             genblk4[2].CV                                                   |                                                                    conv__xdcDup__3 | Reconfigurable |            - |        146 |        146 |       0 |    0 |   56 |      0 |      2 |            0 |
|               DUT                                                           |                                                       matrix_multiplier__xdcDup__3 | Reconfigurable |            - |        145 |        145 |       0 |    0 |   52 |      0 |      2 |            0 |
|                 (DUT)                                                       |                                                       matrix_multiplier__xdcDup__3 | Reconfigurable |            - |         49 |         49 |       0 |    0 |    0 |      0 |      0 |            0 |
|                 COLUMN                                                      |                                                               blk_mem_gen_0_HD1319 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                   U0                                                        |                                           blk_mem_gen_0__blk_mem_gen_v8_4_1_HD1320 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                     inst_blk_mem_gen                                        |                                     blk_mem_gen_0__blk_mem_gen_v8_4_1_synth_HD1321 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                       gnbram.gnativebmg.native_blk_mem_gen                  |                                              blk_mem_gen_0__blk_mem_gen_top_HD1322 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                         valid.cstr                                          |                                     blk_mem_gen_0__blk_mem_gen_generic_cstr_HD1323 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                           ramloop[0].ram.r                                  |                                       blk_mem_gen_0__blk_mem_gen_prim_width_HD1324 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                             prim_noinit.ram                                 |                                     blk_mem_gen_0__blk_mem_gen_prim_wrapper_HD1325 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                 MAC                                                         |                                                                      mac_generic_5 | Reconfigurable |            - |         96 |         96 |       0 |    0 |   52 |      0 |      0 |            0 |
|                 ROW                                                         |                                                               blk_mem_gen_0_HD1326 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                   U0                                                        |                                           blk_mem_gen_0__blk_mem_gen_v8_4_1_HD1327 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                     inst_blk_mem_gen                                        |                                     blk_mem_gen_0__blk_mem_gen_v8_4_1_synth_HD1328 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                       gnbram.gnativebmg.native_blk_mem_gen                  |                                              blk_mem_gen_0__blk_mem_gen_top_HD1329 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                         valid.cstr                                          |                                     blk_mem_gen_0__blk_mem_gen_generic_cstr_HD1330 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                           ramloop[0].ram.r                                  |                                       blk_mem_gen_0__blk_mem_gen_prim_width_HD1331 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                             prim_noinit.ram                                 |                                     blk_mem_gen_0__blk_mem_gen_prim_wrapper_HD1332 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|               common                                                        |                                                          c_counter_binary_0_HD1333 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                 U0                                                          |                               c_counter_binary_0__c_counter_binary_v12_0_12_HD1334 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                   i_synth                                                   |                           c_counter_binary_0__c_counter_binary_v12_0_12_viv_HD1335 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                     i_baseblox.i_baseblox_counter                           |                        c_counter_binary_0__c_counter_binary_v12_0_12_legacy_HD1336 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                       the_addsub                                            |                                c_counter_binary_0__c_addsub_v12_0_12_legacy_HD1337 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                         no_pipelining.the_addsub                            |                         c_counter_binary_0__c_addsub_v12_0_12_fabric_legacy_HD1338 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                           i_lut6.i_lut6_addsub                              |                           c_counter_binary_0__c_addsub_v12_0_12_lut6_legacy_HD1339 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                             (i_lut6.i_lut6_addsub)                          |                           c_counter_binary_0__c_addsub_v12_0_12_lut6_legacy_HD1339 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      0 |            0 |
|                             i_q.i_simple.qreg                               |                                    c_counter_binary_0__c_reg_fd_v12_0_5_viv_HD1340 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|             genblk4[3].CV                                                   |                                                                    conv__xdcDup__4 | Reconfigurable |            - |        146 |        146 |       0 |    0 |   56 |      0 |      2 |            0 |
|               DUT                                                           |                                                       matrix_multiplier__xdcDup__4 | Reconfigurable |            - |        145 |        145 |       0 |    0 |   52 |      0 |      2 |            0 |
|                 (DUT)                                                       |                                                       matrix_multiplier__xdcDup__4 | Reconfigurable |            - |         49 |         49 |       0 |    0 |    0 |      0 |      0 |            0 |
|                 COLUMN                                                      |                                                               blk_mem_gen_0_HD1341 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                   U0                                                        |                                           blk_mem_gen_0__blk_mem_gen_v8_4_1_HD1342 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                     inst_blk_mem_gen                                        |                                     blk_mem_gen_0__blk_mem_gen_v8_4_1_synth_HD1343 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                       gnbram.gnativebmg.native_blk_mem_gen                  |                                              blk_mem_gen_0__blk_mem_gen_top_HD1344 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                         valid.cstr                                          |                                     blk_mem_gen_0__blk_mem_gen_generic_cstr_HD1345 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                           ramloop[0].ram.r                                  |                                       blk_mem_gen_0__blk_mem_gen_prim_width_HD1346 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                             prim_noinit.ram                                 |                                     blk_mem_gen_0__blk_mem_gen_prim_wrapper_HD1347 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                 MAC                                                         |                                                                      mac_generic_4 | Reconfigurable |            - |         96 |         96 |       0 |    0 |   52 |      0 |      0 |            0 |
|                 ROW                                                         |                                                               blk_mem_gen_0_HD1348 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                   U0                                                        |                                           blk_mem_gen_0__blk_mem_gen_v8_4_1_HD1349 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                     inst_blk_mem_gen                                        |                                     blk_mem_gen_0__blk_mem_gen_v8_4_1_synth_HD1350 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                       gnbram.gnativebmg.native_blk_mem_gen                  |                                              blk_mem_gen_0__blk_mem_gen_top_HD1351 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                         valid.cstr                                          |                                     blk_mem_gen_0__blk_mem_gen_generic_cstr_HD1352 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                           ramloop[0].ram.r                                  |                                       blk_mem_gen_0__blk_mem_gen_prim_width_HD1353 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|                             prim_noinit.ram                                 |                                     blk_mem_gen_0__blk_mem_gen_prim_wrapper_HD1354 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      1 |            0 |
|               common                                                        |                                                          c_counter_binary_0_HD1355 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                 U0                                                          |                               c_counter_binary_0__c_counter_binary_v12_0_12_HD1356 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                   i_synth                                                   |                           c_counter_binary_0__c_counter_binary_v12_0_12_viv_HD1357 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                     i_baseblox.i_baseblox_counter                           |                        c_counter_binary_0__c_counter_binary_v12_0_12_legacy_HD1358 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                       the_addsub                                            |                                c_counter_binary_0__c_addsub_v12_0_12_legacy_HD1359 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                         no_pipelining.the_addsub                            |                         c_counter_binary_0__c_addsub_v12_0_12_fabric_legacy_HD1360 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                           i_lut6.i_lut6_addsub                              |                           c_counter_binary_0__c_addsub_v12_0_12_lut6_legacy_HD1361 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
|                             (i_lut6.i_lut6_addsub)                          |                           c_counter_binary_0__c_addsub_v12_0_12_lut6_legacy_HD1361 | Reconfigurable |            - |          0 |          0 |       0 |    0 |    0 |      0 |      0 |            0 |
|                             i_q.i_simple.qreg                               |                                    c_counter_binary_0__c_reg_fd_v12_0_5_viv_HD1362 | Reconfigurable |            - |          1 |          1 |       0 |    0 |    4 |      0 |      0 |            0 |
